class,tweet_id,tweet_text_clean,word2vec_0,word2vec_1,word2vec_2,word2vec_3,word2vec_4,word2vec_5,word2vec_6,word2vec_7,word2vec_8,word2vec_9,word2vec_10,word2vec_11,word2vec_12,word2vec_13,word2vec_14,word2vec_15,word2vec_16,word2vec_17,word2vec_18,word2vec_19,word2vec_20,word2vec_21,word2vec_22,word2vec_23,word2vec_24,word2vec_25,word2vec_26,word2vec_27,word2vec_28,word2vec_29,word2vec_30,word2vec_31,word2vec_32,word2vec_33,word2vec_34,word2vec_35,word2vec_36,word2vec_37,word2vec_38,word2vec_39,word2vec_40,word2vec_41,word2vec_42,word2vec_43,word2vec_44,word2vec_45,word2vec_46,word2vec_47,word2vec_48,word2vec_49
anorexia,02c4086ec8e3,quis pas tod vacacion asi,-0.5229977,-0.10964696,-0.5764324,-0.050478708,0.18606701,-0.43170518,-0.21938321,0.7974058,-0.3864065,-0.23658355,0.42469016,-0.47096244,0.8481892,0.690395,-0.3707722,0.47734302,0.51923096,0.5081645,-1.2352926,-0.32135585,-0.30699092,-0.0738282,0.6301187,0.40137044,0.20556507,0.72769636,-0.16365767,0.81701934,0.26735824,-0.014084053,0.49494037,0.15695597,0.13190396,0.16188924,-0.4218978,0.34824246,0.70190847,-0.007990861,-0.053370614,-0.96454036,0.93207914,0.06747432,0.53874403,-0.28375387,0.19094145,-0.1582504,0.35866314,-0.35263363,0.14488047,0.37708923
control,194c855a0ff5,hoy rob mel fantast alo parath integral tipic d cocin indi convert complement perfect cen san sabros delici,0.06472269,-0.39176401,0.088634744,0.081714265,-0.53380936,-0.102460265,-0.27104998,1.0178314,-0.5761898,-0.5087534,0.47453022,-1.4849737,0.551689,-0.17150624,-0.33964998,0.42669335,0.4435903,0.1412432,-0.8806686,-0.12292966,0.40177885,0.061927922,0.1868278,-0.10271201,0.37757307,0.37807122,0.24558541,-0.8212846,-0.50707746,-0.04872862,-0.34094843,0.019560456,-0.31369576,0.16083258,0.02929513,1.1275972,0.2973826,-0.4603781,-0.013723489,-0.613963,0.40481994,-0.21929823,0.40292537,-0.28035033,0.6751264,0.24320666,-0.02551321,0.28806674,-0.11539671,0.21717337
anorexia,5301def06867,salt almuerz,0.19825137,-0.44460633,0.43219942,1.3054614,-0.051512897,0.19192821,0.19702855,1.2240121,-1.2075273,-0.54833436,0.09209937,-0.38739252,0.31092453,0.508144,-0.20127454,0.32145968,0.81342953,0.7920644,-1.2365215,-0.5487182,0.66272163,-0.1525202,0.8909325,0.4728989,0.7431326,-0.49897036,0.08360605,0.3463334,-0.73855567,-0.17056522,-0.053057767,0.44615138,-0.6355896,0.21777323,-0.018599093,0.38693798,-0.4362082,1.467214,-0.41050586,-0.51585174,1.1717616,-0.42704833,-1.071078,-0.3995136,0.85537416,0.45751148,-0.68708324,0.52356935,0.38833055,-0.7423482
anorexia,da4a678f2693,cans perd,-0.24003425,-0.44553956,-0.2228473,0.3037874,-0.52418005,-0.31412044,-0.05398445,0.46501935,0.41214734,-1.2735528,0.28813234,-1.4167862,0.55394673,0.6483344,-0.7195118,1.4500315,-0.084102616,0.450551,-0.5954998,-0.20708515,0.15801243,0.8203703,0.6513314,0.43468803,0.37750962,0.18468839,-0.62484187,0.31251654,-1.1150577,-0.65112984,-0.4815486,-0.8732015,-0.12897138,-0.46317068,-1.2684815,0.35922804,0.47765917,-0.2971782,-0.59302425,0.1862297,0.24957654,-0.4285436,-0.36969292,-0.7664844,0.9933977,1.0006984,-0.50642204,-1.189859,0.23530024,0.37845886
anorexia,af6077c20b97,hues not cop medall habert gan batall,-0.05129609,-0.5074401,-0.38683966,-0.18471031,-0.4805687,0.36417755,-0.33525947,1.2566042,-1.012009,-0.16092192,-0.21858266,-0.892949,0.8057714,0.85392094,-0.8772975,-0.16550075,0.6552045,0.1860945,-0.60369074,-0.36118585,0.61095905,0.50651133,-0.29818225,-0.32891878,-0.1780405,-0.55416405,0.10982729,-0.2843165,-1.43645,0.24308202,-0.20392956,-0.026768895,0.35017768,0.5757464,-0.7144094,-0.36156088,0.30282444,0.34309125,-0.29500514,-0.36244807,0.7841185,-0.24752584,0.5387021,0.12122858,0.5132684,0.15072243,0.1617981,-0.2611479,0.6338785,-0.5581645
control,95f0866200e2,norex anfepromon potent medicament dej com exces adelgaz hambr,0.17626244,-0.4073635,0.38237834,0.07329443,-0.2104599,-0.3965767,0.37913978,-0.08359156,-0.1405734,-0.46907398,0.39337486,-0.19477262,0.3331895,0.7809352,-0.9383552,-0.036900975,0.52535343,0.5434981,-0.728929,-0.29741946,-0.33469585,0.02447924,1.4950938,-0.73732466,-0.51937544,0.27861637,-0.61836183,0.19851333,-0.6994125,-0.2938043,-0.1967727,-0.22136642,0.3668978,-0.043931015,-0.0648077,0.06028586,0.44991344,-0.3410505,-0.5722821,-0.30144885,0.24055642,-0.29168686,0.09969464,-0.55550873,0.8052845,0.07101198,-0.96114796,-0.42350614,0.2993363,0.034985073
anorexia,7bc01e182024,cambi com alcohol,-0.3000342,-0.14998257,0.36178294,0.12462916,-0.15823929,0.19647074,0.5429756,0.96932155,-0.4513085,-0.009938677,0.06573851,-0.38657013,0.5898684,0.28360462,-0.6445065,-0.22375719,0.53445673,0.73631907,-0.23103188,-0.2190153,-0.07125538,0.051545303,1.3086251,-0.19306374,-0.21430828,0.45130494,-0.067538016,0.23827596,-0.89800805,0.19431365,0.043862313,-0.53093964,-0.010833274,-0.19225691,-0.35875478,-0.30290213,0.63520956,-0.36032525,-0.2928946,-0.53701013,0.44083378,-0.47428682,-0.6327412,-0.48390436,0.23690571,0.56620604,0.042046566,-0.40234077,0.021009369,-0.035660446
control,121b9bdab738,flip porqu vez dej busc cos guarr glut empiez com abandon ayud bastant dig,-0.43597767,-0.6000938,-0.7841603,-0.23560895,-0.48465535,-0.20515855,0.6585822,0.5009747,-0.26570547,0.19756548,-0.05210053,-0.13211678,0.21389627,0.2530488,-0.6099661,0.79496396,0.19152829,-0.11156001,-0.5964784,0.08965177,0.30996993,0.111633904,1.2139124,-0.29691395,0.20553195,0.43636614,0.09165985,0.16720852,-0.571548,-0.028079482,-0.23278521,-0.04604159,-0.18898037,0.43279666,-0.40372172,-0.11377273,0.63164073,-0.13303456,-0.6474191,-0.5416342,-0.25777104,0.009810605,-0.20823267,-0.5180023,1.0409087,-0.14195062,0.05540982,-0.5862845,0.22245233,0.58886623
control,97cad7c82a89,voy dej fot aqu cad quier com antoj record cen maldit atun agu cad antoj conviert mas cen atun agu,-0.037941396,-0.08920064,-0.51374215,-0.36440068,0.035388604,-0.25804082,0.73221827,0.71095264,-0.02269413,-0.85675776,0.2373226,-0.44453043,0.67285675,0.86058414,-0.20423608,0.2589114,0.7650794,0.2239701,-1.1226308,-0.21143761,0.36989525,-0.1255043,0.66735494,-0.44383758,0.3968598,0.6290237,0.23553208,-0.50111663,-0.74535275,-0.060861837,-0.22767873,0.23664491,-0.18664539,0.16842143,-0.13358946,0.47979355,0.67785865,-0.570226,0.23279175,-0.5494832,0.47676152,0.035362445,-0.13664751,-0.26678157,0.24365655,-0.25843507,-0.6064995,-0.06551659,0.5590826,-0.19008404
control,77f9d345b278,desafi flexion braz dur minut,0.3151022,-0.08811292,0.2551746,-0.36988232,0.81396073,0.4517912,0.543609,1.1905059,0.4388817,-0.10000861,-0.25261706,-0.4556554,0.5733401,0.22734983,-0.1988156,-0.31988293,0.15017062,0.099341854,-0.18252578,0.09816597,0.10182472,1.0469941,0.30253965,-0.24599233,0.6171301,-0.032145392,-0.24445882,-0.90691644,-0.5168003,0.23213887,-0.2698004,-0.032592714,-0.14553776,0.21227214,0.22730508,1.0966104,0.49055737,-0.14073119,-0.052900203,-0.98386323,0.33680537,-0.15887725,-0.034016836,0.16179128,0.8073289,-0.656664,-0.122092344,-1.1674513,0.18760814,-0.22388434
control,a8cb02cd180b,tiemp recet delici list mir bocadill salud vam prepar,-0.045114323,-0.59677494,-0.25928757,0.040168196,-0.636091,0.22130744,0.721536,0.61781144,-0.46131977,-0.38834286,0.31461096,-0.6722579,0.3410613,0.1397149,-0.50506467,0.40547207,0.2307321,0.14750428,-1.0014962,-0.60176456,0.1544551,0.09366818,0.5237665,0.5440566,-0.22606033,0.055704877,0.070823744,-0.27771637,-0.19158474,0.59733605,-0.44961038,0.35494718,-0.7074319,0.18618399,0.696246,1.1549209,0.08224258,0.40491083,-0.06585297,-0.59642863,1.2040446,-0.09290447,0.013298816,-0.47106934,0.7508834,0.054877117,0.12781525,-0.26738518,0.42381302,0.30676335
control,c8d7fb50f38d,ide motiv niñ tan niñ com mejor men ultraproces punt pegatin cad dia com san consegu cambi poquit genial aplic distint centr,-0.54876286,-0.3460907,0.55184215,0.4603261,0.009157327,-0.24693374,0.67944866,1.1663362,-0.62673783,-0.50381327,0.10176837,-0.09441238,0.5928323,0.394009,-0.73312473,-0.02820804,0.65744215,0.38918495,-0.7571342,0.044523418,-0.07996972,0.19246589,0.8803657,-0.026786406,-0.16795711,0.8473327,0.39228508,-0.12745331,-0.71047086,0.026276255,-0.47410047,-0.37338525,-0.065222286,0.4199498,-0.5270078,0.10220957,0.6246797,-0.01777155,-0.031747527,-0.25240812,0.63559645,0.09850979,0.04552342,-0.14227456,0.34508544,-0.01374666,0.34291574,-0.23298968,0.34512255,-0.14605686
anorexia,163238e7fd2a,dia pes kil feliz,-0.17136908,0.27119508,0.05200661,0.5211984,-0.6661124,-0.9443406,0.3237559,0.27426183,-0.31224364,-0.13508558,-0.0812009,-1.1362503,0.14940992,0.40266806,-0.115924984,0.5160037,0.5215047,0.530252,-0.43594903,-0.07690993,0.17078939,-0.23378605,0.06259926,-0.15076067,-0.10159687,0.38319603,-0.39024502,0.35288087,-0.52836466,0.1054531,-0.05686901,-0.35150668,0.16229855,-0.29830056,-0.8500137,0.59487975,0.6484337,-0.23475334,-0.5411777,-0.20466742,1.1305572,-0.02457568,0.08555511,-0.16648422,0.370765,-0.040635243,0.28164303,-0.79609936,0.3988856,-0.26160112
anorexia,ebb7399ccc84,met dia cumpl,-0.7162265,0.32730266,-0.07672814,0.77912194,0.23357552,-0.32703057,0.09961612,0.22297229,-0.530621,0.036490347,-0.51789254,-1.0116785,0.6707204,0.720246,-0.5452159,0.3796531,0.6004919,0.6320725,-0.72217077,0.27092633,0.27141693,0.28065148,-0.8532589,-0.5383864,-0.008935213,0.8192203,-0.7146184,0.30239657,-0.9064824,0.17544432,-0.5536178,0.2581791,-0.050456632,0.082251996,-0.72062844,0.25495252,0.46996248,0.1994694,0.19174762,-0.6481692,1.3991073,0.35058323,-0.26366472,0.029144868,1.0294347,-0.34408104,-0.4444274,-0.17144345,0.49734244,-0.07533867
control,902edae2d259,aun cen tra recet sencill riquisim patat fundent tort pechug fin hierb,0.047575105,-0.2924673,-0.7005357,0.29042462,-0.61730856,-0.52682585,0.810034,0.32952103,-0.56225455,0.06510353,0.3294305,-1.0247599,1.1136066,0.46564257,-0.08362497,-0.18793108,0.7226315,0.275836,-0.93246984,0.27314714,0.04107393,0.104563035,0.26409164,-0.44239262,-0.086473644,-0.38145158,-0.0048515536,-0.18397409,-0.4078137,-0.33976564,0.3307201,0.21992052,-0.7437851,0.6027766,0.61851937,1.2806596,-0.10281552,0.5768789,-0.25191882,-0.515088,0.09393563,-0.03198747,0.05099748,-0.57770354,0.8738149,-0.32142767,-0.31264377,-0.3689519,0.4246874,0.2274478
anorexia,434cdbfccbbe,veo sig baj baj pes,-0.7009018,0.98951656,0.1256382,-0.10641663,-0.5490832,-1.525782,0.19954655,0.7649176,0.042990077,0.16299807,-0.27914944,-0.79309875,0.47492585,0.7273495,-0.36431864,0.7472053,0.25058892,0.33837786,-0.6035258,0.12679943,0.3999704,0.095590614,0.83296454,0.1518018,-0.32433948,0.5078131,-0.033098888,0.28530008,-0.81419355,0.24445586,0.79810435,-0.7305891,0.43587962,-0.32693014,0.13013108,0.34799138,0.9137252,0.014391927,0.15019408,-0.17439033,1.0263147,-0.030802483,0.15843423,-0.14874545,0.6788195,0.31686532,0.5294563,-0.28275424,0.5399074,0.015470773
anorexia,cd0f0a4a9c28,alegr adelgaz frustracion engord,-0.65296036,0.09672723,0.1591495,0.5918886,-0.10971651,-0.51987743,0.34480923,-0.24336585,0.42970216,0.50172645,0.07230339,-0.91201514,0.48353082,1.4318725,-0.6371696,0.49168074,-0.025160916,-0.088519804,-1.2909138,-0.3806929,-0.10928305,0.3814408,0.93705904,-0.8248492,-0.32916427,0.27509603,-0.36085892,0.13416247,-1.1756275,-0.03527811,-0.28511178,-0.6388212,-0.5781199,-0.13606775,-0.2926636,-0.12555504,0.02380757,0.14220591,-0.7786004,-0.4163682,0.3005241,-0.78747463,-0.28592315,-0.5548966,0.87074095,-0.41823623,-0.41946724,-0.26370287,0.24627921,0.1301047
anorexia,b3a231c48237,to others everybody should lov the body and accept it in the way they are all body types are beauty to,-0.2664236,-0.09160512,-0.22102721,0.4887404,0.12746434,-0.19698068,0.26462263,0.7847963,-0.76649255,-0.19889563,0.24041253,-1.0248374,-0.6359537,-0.3590703,-0.78699565,-0.70518965,-0.050805863,-0.95751107,-0.8544783,0.27074787,-0.45143864,0.55944705,0.6303216,-0.13535558,-0.09739685,-0.45083833,-0.76586753,-1.0262316,-0.38425732,-0.39885527,0.43465656,-0.0052015535,-0.08471729,0.5810275,-0.40378952,0.47854382,-0.20503403,0.21202694,-0.38051173,0.008914741,1.1336373,-0.8245524,0.581071,0.11225276,-0.29189086,0.032303426,-0.33558425,-1.1434289,0.07392131,0.25730595
anorexia,790304dc259a,list resum poc,0.48502854,0.1249849,-0.28862938,0.082868144,0.018129656,0.07728695,0.930744,0.5574717,-1.3978931,0.08121246,0.33310044,-0.4990714,-0.010346174,0.15939881,-0.2913455,-0.14152148,0.6163508,-0.38803458,-0.79333735,-0.91103435,-0.55447364,0.1606885,0.27377588,-0.07924933,0.011032206,-0.31384382,0.68856925,0.034228962,-0.10329918,0.3062628,0.55851585,0.5046706,-0.14278926,-0.29411688,0.21748912,0.83037114,0.121657155,0.5627931,0.068894126,-0.77243733,0.76928264,-0.39845213,-0.00741448,-0.4153498,0.45938757,-0.15519395,0.5814944,-0.5253762,-0.11177387,-0.006020305
anorexia,dd5dfd3a9b88,mañan empiez vez,-0.45229256,-0.048651516,-0.593468,-0.5587628,-0.75082177,-0.64564335,0.58135676,0.7974344,0.07852518,0.33606115,-0.5718184,-0.4728298,0.49268925,-0.007682512,-0.5389624,0.40701684,0.12527408,0.24425638,-1.3022871,0.047871545,0.04242825,0.7790424,0.5773949,0.10936525,0.32306612,-0.22936021,0.085114025,0.18840544,-0.66041535,-0.08064225,-1.2168084,-0.32179734,-0.61973095,-0.15429229,-0.7299673,0.38097906,1.5732794,0.0927456,0.07457506,-1.0747904,0.334358,-0.047057938,-0.18767555,0.23905466,0.38984823,-0.43019307,0.4193733,-0.35565862,-0.40906134,0.49025187
anorexia,2910abc4f79a,hs com,-0.015519917,-0.090597704,0.0653577,-0.0944789,-0.16988784,-0.020338634,0.28496283,0.17834662,-0.35744622,-0.21647118,0.18222904,-0.095236905,0.11735895,0.1996185,-0.23351079,0.07565528,0.22901337,0.07381696,-0.362846,-0.12769821,0.119361214,0.056960776,0.37222204,0.002581831,-0.030833324,0.15124062,0.009407088,0.083397746,-0.35347795,-0.06988561,-0.11239274,-0.15182884,-0.0502157,-0.043209746,0.09316779,0.0007939972,0.25859228,-0.06600622,0.041708715,-0.23368266,0.043058652,0.055445522,0.056697447,-0.011465238,0.3085754,0.033978473,-0.099605754,0.03797196,0.17351018,-0.020392474
control,164d6705e9ba,gent pregunt pued tom cocacol light aqu respuest insist siempr exist aliment light obes mund hech crec only,-0.16258906,0.6149267,-0.13986658,-0.055735998,0.71329975,0.49803576,0.5885096,0.4781582,-0.5182425,-0.6961845,0.4942121,-0.17180781,0.6145254,0.4491494,-1.0636866,-0.3247927,0.26788247,0.080753334,-1.0139507,0.095979795,0.29183546,0.14763051,0.6538298,-0.6059628,0.30748996,0.33226213,0.40961158,-0.105979115,-0.20852228,-0.2439614,0.45383507,-0.17124927,-0.5444378,0.2727039,-0.20585448,0.24037573,0.108614504,-0.33756682,-0.08039338,-0.73257023,0.7411338,-0.08557169,-0.16331233,0.49458012,0.70241684,-0.31881896,-0.003460889,-1.2243794,0.57620454,0.102922104
control,60cfd8ee8884,pas cuerp tom agu carl diaz tv,-0.37188864,-0.45405373,-0.38646647,0.13131103,0.560674,-0.28933096,0.9553156,0.66220343,-0.1752759,-0.48138386,-0.45762852,-0.5565892,0.9889894,0.68944854,-0.8976919,-0.021282742,0.09811767,-0.2561251,-0.8677756,-0.33451003,-0.2025883,0.078159705,0.70415586,-0.5561649,-0.4250629,-0.22735633,-0.59405833,0.20183636,-0.6203702,0.4500899,0.1127056,-0.0816279,0.5749368,0.007992061,0.5194772,0.11914509,0.19007218,-0.5727057,0.12649356,-1.0428435,0.52289754,-0.39790058,-0.32260102,-0.10578154,0.4420886,-0.7091212,-0.74210864,-0.07374101,0.007817502,0.12805392
control,3de6bc2832e4,revuelt pedaz tomat aliñ si esqu cuid sol quer,-0.21688639,-0.15838574,-0.21992975,0.1542463,-0.8038194,-0.020962307,0.27476615,0.9351194,-0.65828115,-0.40228292,0.5158433,-0.010932039,0.56523734,0.0025496532,-0.7352499,0.19826831,0.43927255,-0.68182343,-0.28965965,0.18629387,0.6192371,0.1583719,0.9282075,0.33103538,0.5461324,0.22973378,-0.16024742,0.52994686,-0.88734317,-0.23334149,0.62151504,0.25313482,-0.094893046,-0.42673537,-0.1325033,0.33955252,0.31538433,-0.25767046,-0.06978116,-0.6892941,0.49564362,-0.468194,-0.18211591,0.31103897,0.7183779,0.20540099,-0.18445131,0.11278456,-0.030982843,-0.2294508
control,05b0fc75186a,tonif cuerp ten ir metodolog,0.42004457,-0.3011469,-0.2602648,-0.7526108,0.20731485,-0.76879656,0.77240455,0.53354263,-0.80121994,-0.6474768,-0.2747481,-1.1172217,0.31560135,0.3944018,-0.20183587,0.03229352,0.4130911,0.019328896,-0.12156181,-0.625443,0.076067545,0.33415884,0.3941432,0.44004783,-0.28421575,0.7604189,0.012727594,0.06604256,-0.27279705,-0.2944034,0.062747784,0.2612167,0.6648649,0.31489906,-0.17254479,-0.15805101,-0.10641013,0.394005,0.22173753,-0.63248265,1.0147269,-0.12608007,-0.047254074,-0.5969154,0.62004143,-0.44066682,-0.11722225,-0.60377365,0.43677306,-0.49446017
control,e844a586bb9e,llen porqueri cabez chic ser princes diosss mio terminenl,0.19007865,0.3463354,-0.6242187,0.21486071,0.017467849,0.09859324,0.24532212,1.155591,-0.2667744,-0.11531667,-0.5707881,-0.53546154,0.5562297,0.08020087,0.2659209,0.43082428,-0.05206655,0.6559364,-0.9871879,-0.4497528,0.19521528,0.20505136,0.7825059,0.17819479,0.33997852,-0.19847427,-0.36540198,0.14726108,-1.0420561,0.56289953,0.3286825,-0.3651937,-0.24490455,0.4969184,-0.704226,0.17548054,0.54813963,-0.41436726,-0.7592109,-0.8139592,-0.04456179,0.33128276,-0.053498212,0.13872933,0.66724247,-0.22334677,-0.17002779,-0.4529697,-0.08129361,0.01324373
anorexia,7cf97a25791a,cambi esper rind perfeccion dificil alcanz,0.17720221,0.6835751,-0.45900688,-0.089701034,0.12595072,0.13226403,0.48483956,1.6542543,-0.30674654,-0.1538457,-0.7010328,-0.6127145,0.5633474,0.20017497,-0.8127002,-0.6640681,0.23867977,0.4705999,0.08546239,-0.0697056,0.66172785,0.5684146,0.35138568,-0.5013476,0.5525861,0.68790126,0.087094225,0.11497154,-0.59874684,0.34114322,-0.3359765,-0.1416601,-0.029746512,0.3903514,-0.60259783,0.04540362,0.3348616,-0.46829295,-0.65797114,-0.5266729,1.080227,-0.77800936,-0.26029196,-0.7601747,0.71767384,0.20656097,0.26642415,-0.77439886,-0.32532224,-0.11022112
